1.990500000000000000e+03;nan;-2.770000000000000018e+00
1.991500000000000000e+03;nan;-1.020000000000000018e+00
1.992500000000000000e+03;nan;-1.540000000000000036e+00
1.993500000000000000e+03;nan;-1.370000000000000107e+00
1.994500000000000000e+03;nan;-1.700000000000000178e+00
1.995500000000000000e+03;nan;-9.299999999999997158e-01
1.996500000000000000e+03;nan;-2.839999999999999858e+00
1.997500000000000000e+03;nan;-1.589999999999999858e+00
1.998500000000000000e+03;nan;-1.460000000000000853e+00
1.999500000000000000e+03;nan;-1.259999999999999787e+00
2.000500000000000000e+03;nan;-1.030000000000001137e+00
2.001500000000000000e+03;nan;-1.299999999999997158e+00
2.002500000000000000e+03;nan;-1.971000000000000085e+00
2.003500000000000000e+03;nan;-1.467000000000002302e+00
2.004500000000000000e+03;nan;-1.282499999999998863e+00
2.005500000000000000e+03;nan;-1.500000000000000000e+00
2.006500000000000000e+03;7.684286037555604310e+01;-2.000000000000000000e+00
2.007500000000000000e+03;7.401178579147472192e+01;-1.480000000000000426e+00
2.008500000000000000e+03;6.633206396251522108e+01;-1.341000000000001080e+00
2.009500000000000000e+03;7.087924358701869210e+01;-2.951999999999998181e+00
2.010500000000000000e+03;7.478631595625932960e+01;-2.083500000000000796e+00
2.011500000000000000e+03;6.358662053138792203e+01;-2.322000000000002728e+00
2.012500000000000000e+03;7.339320546306740312e+01;-1.363499999999994827e+00
2.013500000000000000e+03;6.233209518335164745e+01;-1.881000000000000227e+00
2.014500000000000000e+03;6.892414771994285161e+01;-1.079999999999998295e+00
2.015500000000000000e+03;nan;-1.990000000000001990e+00
2.016500000000000000e+03;6.790329866520993107e+01;nan
2.017500000000000000e+03;6.066310284825260624e+01;nan
2.018500000000000000e+03;4.296419549907325575e+01;nan
